;Meses;Autoridad_Portuaria;Graneles Líquidos t;Graneles Sólidos t;Mercancía General t;Mercancia General Contenedores t;Pesca t;Avituallamiento t;Avituallamiento De Combustibles Líquidos t;Tráfico Interior t;Mercancías En Tránsito t;Mercancías En Tránsito En Contenedores t;Tráfico Ro-Ro t;UTIS Ro-Ro;TEUS Contenedores;TEUS Contenedores En Tránsito;TEUS Contenedores Entrada-Salida Nacional;TEUS Contenedores Entrada-Salida Exterior;Unidades Buques Mercantes;G.T. Buques Mercantes;Unidades Buques De Crucero;Pasajeros En Régimen De Transporte Y De Crucero;Pasajeros En Régimen De Transporte;Pasajeros De Crucero;Automóviles En Régimen De Pasaje;Automóviles En Régimen De Mercancía
139;Mayo;Vilagarcía;41647;23008;53774;17482;0.0;410;222;0;0;0;0;0;2131.5;0.0;2030.25;101.25;32;241949;1;52;0;52;0;1
140;Junio;A Coruña;390658;334290;32487;0;3670.051;8509;2736;0;21374;0;0;0;0.0;0.0;0.0;0.0;76;2365832;14;39963;0;39963;0;0
141;Junio;Alicante;5017;163911;102693;79781;0.0;2128;151;0;4363;4363;567;0;12290.0;441.0;9975.75;1873.25;79;830682;3;17380;10990;6390;2751;420
142;Junio;Almería;0;401840;118834;16218;414.003;9433;4704;0;0;0;80623;3907;1075.0;0.0;321.5;753.5;183;3389700;3;62496;60301;2195;15838;278
143;Junio;Avilés;75208;229811;104200;0;1284.783;5624;1375;0;0;0;0;0;0.0;0.0;0.0;0.0;69;648939;0;0;0;0;0;0
144;Junio;Bahía de Algeciras;2097054;26186;5874249;4700541;55.63500000000001;301899;286195;342870;5377750;4168330;1174509;40432;399380.0;328895.0;1.0;70484.0;2521;45084722;0;418043;418019;24;85829;401
145;Junio;Bahía de Cádiz;103695;269247;185019;128144;1284.831;7240;1608;0;150137;14621;71412;2193;17200.25;1221.75;12833.0;3145.5;119;2543276;19;38418;2254;36164;1250;2114
146;Junio;Baleares;139613;35367;1375629;35653;222.531;18798;46;631;2378;0;1346191;64941;9263.0;0.0;9263.0;0.0;5614;30930389;86;1177109;864109;313000;116153;10425
147;Junio;Barcelona;884497;580465;3811604;2772243;250.671;116539;94572;0;1495934;1248745;1086129;39660;281136.5;107541.0;20023.5;153572.0;760;33385474;73;551006;169419;381587;46735;72935
148;Junio;Bilbao;1885238;382506;753552;465503;0.0;11481;5970;0;5021;5021;91494;3703;42177.5;400.75;2501.0;39275.75;244;5506087;8;33532;14903;18629;6773;9539
149;Junio;Cartagena;2082360;701833;74398;58048;40.239;22781;926;0;496;496;0;0;4246.0;248.0;549.0;3449.0;190;4000562;11;15520;569;14951;0;0
150;Junio;Castellón;712627;620519;111544;103025;296.163;2763;0;0;920;920;12764;4;7591.75;72.0;639.75;6880.0;118;1577837;0;0;0;0;0;64
151;Junio;Ceuta;57457;0;45154;5911;0.0;57771;55558;0;0;0;44959;2603;492.0;0.0;489.0;3.0;853;5825699;1;171480;168821;2659;39697;110
152;Junio;Ferrol-San Cibrao;362760;434602;87301;25502;12.993;2954;2389;0;107297;0;2390;0;2063.75;0.0;309.0;1754.75;93;1686721;0;0;0;0;0;0
153;Junio;Gijón;74648;1524721;137276;71946;1000.599;0;0;0;725481;140;0;0;5234.0;59.0;560.0;4615.0;102;2031529;2;4312;0;4312;0;3
154;Junio;Huelva;1722424;607621;136799;54426;18.192;15209;12129;11201;202136;1332;49667;2699;7558.25;97.5;6087.25;1373.5;190;3451352;4;6184;5777;407;3498;1622
155;Junio;Las Palmas;458939;41430;1636140;1228354;74.21000000000001;168767;156147;0;1011921;879049;401368;28356;102839.0;55794.0;40620.0;6425.0;1019;19042526;11;158436;137977;20459;57782;32895
156;Junio;Málaga;1500;88206;98279;36447;25.545;6406;2845;0;4853;4852;62176;3428;5949.0;2419.0;944.0;2586.0;144;4219055;20;50287;22876;27411;4626;6270
157;Junio;Marín y Ría de Pontevedra;0;128260;89046;43369;303.661;2971;1659;0;27;27;0;0;4007.5;2.0;223.25;3782.25;34;260923;0;0;0;0;0;11
158;Junio;Melilla;4263;0;37310;4355;0.0;394;0;0;0;0;37310;2393;602.5;0.0;600.5;2.0;109;2969730;0;51019;51019;0;11534;189
159;Junio;Motril;109136;122823;57614;266;78.07600000000001;2306;1479;0;3058;0;51544;1924;42.0;0.0;0.0;42.0;102;1784478;1;13831;13259;572;3265;8
160;Junio;Pasaia;0;113579;213533;0;1566.43;2114;829;0;0;0;62559;313;0.0;0.0;0.0;0.0;82;742909;0;1;0;1;0;26537
161;Junio;Santa Cruz de Tenerife;284461;61150;672114;310510;441.318;50217;46327;153;43816;41255;373615;26285;39348.0;4332.0;31354.0;3662.0;1331;14172136;9;450046;435749;14297;145037;5831
162;Junio;Santander;21697;297935;261934;46844;204.173;5276;3260;0;2800;0;207941;5457;4706.25;0.0;1929.75;2776.5;149;2956872;1;28621;25590;3031;12937;35811
163;Junio;Sevilla;15692;148856;145755;89438;0.0;0;0;0;0;0;15698;807;12421.5;0.0;12349.5;72.0;75;431930;6;1590;0;1590;0;559
164;Junio;Tarragona;1582849;888203;174860;30114;175.46;8966;1776;5228;82718;516;29614;0;3885.0;232.0;1473.0;2180.0;208;4418589;5;13323;0;13323;0;20799
165;Junio;Valencia;330355;160713;5930842;4550349;142.748;33514;27743;0;2515947;2448059;1195956;43961;402340.0;199765.0;18224.0;184351.0;693;26943795;23;184014;88130;95884;15210;60531
166;Junio;Vigo;0;27878;405506;231684;2723.859;6083;0;0;29207;17200;118445;995;19325.0;1270.0;1379.0;16676.0;158;4210769;12;24636;2;24634;0;60947
167;Junio;Vilagarcía;16719;101000;46057;17406;0.0;941;331;0;0;0;0;0;2143.5;0.0;1932.5;211.0;36;260232;1;344;0;344;0;4
168;Julio;A Coruña;676443;365304;43383;0;4313.09;4178;3148;0;127423;0;0;0;0.0;0.0;0.0;0.0;87;1996778;8;26281;0;26281;0;0
169;Julio;Alicante;4025;163213;140825;106138;0.0;3728;161;0;0;0;229;0;16505.75;0.0;13998.75;2507.0;98;1746911;8;55051;26622;28429;6475;285
170;Julio;Almería;0;380247;107401;16473;494.681;13122;6568;0;0;0;71019;3578;1079.0;0.0;339.0;740.0;264;5114651;1;207260;206816;444;48678;274
171;Julio;Avilés;38315;232068;89509;0;1110.192;5684;1301;0;33000;0;0;0;0.0;0.0;0.0;0.0;68;600432;0;0;0;0;0;0
172;Julio;Bahía de Algeciras;2202096;10020;5812016;4859784;60.848;351845;336702;359809;5206927;4351166;950267;32300;406823.0;340816.0;0.0;66007.0;3198;51880605;0;950463;950463;0;213108;457
173;Julio;Bahía de Cádiz;160208;103662;170607;117849;1158.291;9362;1245;0;168021;15807;66683;2145;15407.25;1260.0;11847.0;2300.25;127;3659128;24;66777;3493;63284;1702;1870
174;Julio;Baleares;211437;35243;1390579;35531;135.567;18573;40;869;1177;0;1367581;64986;9364.0;0.0;9364.0;0.0;5876;32858829;88;1479234;1115810;363424;164585;14450
175;Julio;Barcelona;967000;317301;4009390;2939789;166.627;139278;109617;0;1739858;1403463;1119585;40316;284595.75;112666.5;21105.75;150823.5;821;37051462;78;742260;274653;467607;82259;72037
176;Julio;Bilbao;1888596;378039;797901;492119;0.0;12043;6262;0;338;338;100820;4145;45195.25;22.25;2907.75;42265.25;257;5323056;3;26835;20440;6395;7202;15171
177;Julio;Cartagena;2155391;683602;92315;70012;55.805;21873;0;0;237153;200;0;0;5301.0;100.0;1195.0;4006.0;182;3878216;7;13545;905;12640;0;0
178;Julio;Castellón;730904;526821;89920;82333;234.178;2649;0;0;307;307;0;0;5729.25;28.0;355.25;5346.0;110;1495848;0;0;0;0;0;8
179;Julio;Ceuta;62802;1100;45572;5637;0.0;36125;34680;0;0;0;45282;2638;468.0;0.0;435.0;33.0;923;5718094;0;244097;244097;0;57390;366
180;Julio;Ferrol-San Cibrao;219413;302831;64008;16148;10.241;1388;1202;0;47054;0;1577;0;1303.0;0.0;254.25;1048.75;71;1175196;2;947;0;947;0;0
181;Julio;Gijón;177988;1501060;125857;67721;746.2750000000001;0;0;0;571330;87;1856;0;5900.0;30.0;522.0;5348.0;97;1851404;1;1056;0;1056;0;0
182;Julio;Huelva;2139612;352658;126174;55537;14.796;17543;15063;15602;197393;5872;51873;2894;7885.0;448.0;6088.25;1348.75;176;3290260;0;8263;8263;0;4407;1442
183;Julio;Las Palmas;517032;19157;1707489;1294988;80.208;168922;152024;0;1148578;938976;415338;28490;104938.0;57567.0;41532.0;5839.0;1026;17781333;4;210718;202858;7860;78952;27317
184;Julio;Málaga;14331;101496;82792;26565;10.451;8607;3319;0;546;54;53953;3145;2442.0;4.0;796.0;1642.0;151;4441708;15;102609;59739;42870;13139;2873
185;Julio;Marín y Ría de Pontevedra;0;44786;73318;46736;148.727;1791;944;0;109;109;0;0;4145.5;4.0;163.0;3978.5;30;196703;0;0;0;0;0;22
186;Julio;Melilla;7847;2447;35445;4340;0.0;1092;0;0;0;0;35445;2290;574.0;0.0;571.0;3.0;140;3714913;0;133475;133475;0;30143;235
187;Julio;Motril;99628;41762;42612;252;120.316;3153;2359;0;0;0;36208;1337;44.0;0.0;0.0;44.0;114;2149762;2;59789;54349;5440;12708;29
188;Julio;Pasaia;0;33044;184301;0;1360.926;2002;926;0;546;0;55664;206;0.0;0.0;0.0;0.0;65;624667;0;1;0;1;0;26359
189;Julio;Santa Cruz de Tenerife;368478;2965;744627;344394;392.108;52298;50246;154;81688;79051;366081;26642;44509.0;10097.0;30822.0;3590.0;1426;16018455;3;569674;562467;7207;188016;7576
190;Julio;Santander;6053;314569;265012;48777;179.729;4366;2477;0;5013;246;214312;4974;5234.75;20.25;2205.0;3009.5;131;2899278;1;31963;28572;3391;10845;34906
191;Julio;Sevilla;39271;155935;113391;84536;0.0;2075;1075;0;0;0;15432;865;11471.5;0.0;11396.5;75.0;73;395039;5;811;0;811;0;970
192;Julio;Tarragona;1722185;932033;155942;18052;257.521;7819;1994;0;79944;396;23248;0;2567.25;180.0;928.25;1459.0;201;4266591;5;15956;0;15956;0;15913
193;Julio;Valencia;343796;218710;5808473;4439870;165.51;36245;30872;0;2345076;2310440;1215998;44418;426515.0;202410.0;23339.0;200766.0;730;30212723;27;194162;93502;100660;25933;61726
194;Julio;Vigo;4750;23371;366923;234865;2695.713;3280;0;0;23206;14564;112867;985;19856.0;1075.0;1177.0;17604.0;165;3997303;5;12531;0;12531;0;58799
195;Julio;Vilagarcía;39548;19426;55197;19517;0.0;594;239;0;0;0;0;0;2286.0;0.0;1933.0;353.0;37;298989;1;95;0;95;0;89
196;Agosto;A Coruña;577978;439230;38729;0;2897.502000000001;3466;2512;0;67746;0;0;0;0.0;0.0;0.0;0.0;92;3011004;16;49921;0;49921;0;0
197;Agosto;Alicante;3006;90492;110690;85160;0.0;3320;173;0;1875;1875;409;0;13911.25;208.0;11353.0;2350.25;95;1898473;8;69939;36784;33155;8833;253
198;Agosto;Almería;7000;360844;104216;24354;450.509;14553;7072;0;0;0;51875;2900;1635.0;0.0;556.0;1079.0;281;5285546;3;236152;235215;937;55941;157
199;Agosto;Avilés;79563;238096;119102;0;711.9540000000002;4434;1070;0;0;0;0;0;0.0;0.0;0.0;0.0;73;618697;0;0;0;0;0;0
200;Agosto;Bahía de Algeciras;2345110;22314;5681524;4968804;105.285;353031;336198;365521;5557771;4437604;707738;24761;424698.0;358404.0;38.0;66256.0;3237;52517626;0;1203008;1203008;0;271098;326
201;Agosto;Bahía de Cádiz;221039;242771;162047;118515;1126.754;9330;1773;0;228488;16349;58497;1930;15946.0;1425.75;11886.25;2634.0;134;3971807;27;75898;2747;73151;1340;917
202;Agosto;Baleares;168393;18955;1291798;30861;112.726;24007;80;461;875;0;1259625;58924;8412.0;0.0;8406.0;6.0;5847;32470241;95;1741450;1362459;378991;211593;5014
203;Agosto;Barcelona;849104;348778;3585895;2704096;144.735;138937;111198;0;1608146;1282621;909924;33319;285429.25;120428.5;20760.25;144240.5;819;34817692;75;801169;384652;416517;116190;48671
204;Agosto;Bilbao;1571157;318263;629116;374787;0.0;11340;6010;0;1238;1238;75409;3049;36028.25;91.5;2640.25;33296.5;242;5743251;12;53157;23639;29518;7944;6201
205;Agosto;Cartagena;2795104;880092;112181;75387;53.09000000000001;29459;1510;0;114343;148;0;0;6309.0;74.0;1674.0;4561.0;222;4962514;10;12687;0;12687;0;0
206;Agosto;Castellón;924432;468708;96002;88112;99.035;2836;0;0;2984;2984;19738;0;7031.0;228.0;485.0;6318.0;99;1671460;0;0;0;0;0;212
207;Agosto;Ceuta;57813;750;41444;4831;0.0;51736;50843;0;0;0;41314;2485;373.0;0.0;365.0;8.0;1002;6781499;0;259380;259380;0;58768;348
208;Agosto;Ferrol-San Cibrao;154117;360831;55413;12369;12.96;395;157;0;281;281;2034;3;1049.0;25.5;132.5;891.0;67;1073514;1;417;0;417;0;0
209;Agosto;Gijón;104689;1056638;132160;89970;702.098;0;0;0;231519;886;0;0;7186.0;68.0;538.0;6580.0;99;1765941;4;4822;0;4822;0;1
210;Agosto;Huelva;1744416;495733;152404;56619;14.27;17346;15498;29949;250112;6121;52108;2866;7711.0;479.5;5656.5;1575.0;188;3132178;0;8573;8573;0;4031;6673
211;Agosto;Las Palmas;407587;37486;1705707;1277112;86.86700000000002;143194;129098;0;1055649;916906;436279;29911;105550.0;57506.0;41776.0;6268.0;1078;18869890;5;241935;223114;18821;86074;29804
212;Agosto;Málaga;22066;120038;80119;26698;5.909;6425;3510;0;4684;164;54597;3160;2953.0;80.0;771.0;2102.0;142;4173097;13;111572;77900;33672;17272;3618
213;Agosto;Marín y Ría de Pontevedra;0;221060;86295;35505;171.663;2422;1146;0;0;0;0;0;3344.0;0.0;195.5;3148.5;45;422405;0;0;0;0;0;2
214;Agosto;Melilla;4923;0;39450;3966;0.0;295;0;0;2990;0;39450;2496;536.0;0.0;529.0;7.0;139;3691279;0;154634;154634;0;35177;215
215;Agosto;Motril;88502;38817;28352;482;89.451;2974;2367;0;3060;0;25773;1114;60.0;0.0;0.0;60.0;105;2038156;0;61026;61026;0;14353;34
216;Agosto;Pasaia;0;120945;140951;0;965.763;2341;655;0;1172;0;21639;118;0.0;0.0;0.0;0.0;72;396650;1;119;0;119;0;10784
217;Agosto;Santa Cruz de Tenerife;658568;42059;711438;319771;205.86;48122;45032;167;58573;55095;378486;27166;38985.0;4358.0;31663.0;2964.0;1447;15245755;3;618212;605452;12760;198601;8333
218;Agosto;Santander;2002;279201;187931;43294;430.044;4155;2349;0;6569;327;153515;4149;4292.75;28.75;1690.0;2574.0;119;2554945;2;39457;35161;4296;11658;18245
219;Agosto;Sevilla;40224;162809;121186;84506;0.0;3256;1732;0;102;0;12954;728;11862.75;0.0;11761.75;101.0;79;422000;5;1034;0;1034;0;505
220;Agosto;Tarragona;1725257;719903;115792;8855;129.78;7400;1842;0;6188;0;19450;0;915.0;0.0;0.0;915.0;173;3882876;5;14835;0;14835;0;11765
221;Agosto;Valencia;521646;370672;5483417;4346969;43.83900000000001;38413;32467;0;2569021;2494728;975259;36725;399744.0;197689.0;18997.0;183058.0;633;25646801;23;229065;129887;99178;37902;40397
222;Agosto;Vigo;3414;25878;310662;193323;3191.350000000001;4765;700;0;29722;21423;70845;538;17063.0;1452.0;1170.0;14441.0;141;3215639;9;25609;0;25609;0;38288
223;Agosto;Vilagarcía;18765;47963;56407;20787;0.0;685;321;0;0;0;0;0;2739.5;0.0;2111.75;627.75;35;262195;0;0;0;0;0;7
224;Septiembre;A Coruña;846332;485849;57911;0;2266.031;8921;1876;0;91179;0;0;0;0.0;0.0;0.0;0.0;108;3733462;22;53353;0;53353;0;0
225;Septiembre;Alicante;4014;125706;142804;105985;0.0;2893;103;0;0;0;648;130;17295.5;0.0;15096.5;2199.0;92;1506540;9;43272;21593;21679;5161;152
226;Septiembre;Almería;0;312113;85237;22654;284.2239999999999;9278;4327;0;0;0;51919;2910;1593.0;0.0;583.0;1010.0;186;3481657;3;85364;83074;2290;21389;114
227;Septiembre;Avilés;51484;213559;117831;0;334.465;3206;722;0;0;0;0;0;0.0;0.0;0.0;0.0;73;530612;0;0;0;0;0;0
228;Septiembre;Bahía de Algeciras;2105449;19725;5552044;4636813;143.957;320885;307508;316460;5207786;4126994;905147;31459;389365.0;324083.0;53.0;65229.0;2733;47832103;0;501144;501144;0;110074;232
229;Septiembre;Bahía de Cádiz;104872;251630;186443;132006;1022.748;9808;1648;0;119644;15374;70829;2318;17368.75;1379.75;13470.75;2518.25;149;4801729;37;81355;2725;78630;1410;1382
230;Septiembre;Baleares;159195;24076;1205817;26312;172.662;14297;84;349;901;0;1171274;54331;7347.0;0.0;7347.0;0.0;5314;29084117;89;1167540;854666;312874;127956;9928
231;Septiembre;Barcelona;1004775;282800;3596357;2677231;101.14;135675;104849;0;1584709;1283657;962762;34698;267061.25;104481.0;21922.25;140658.0;780;34420440;90;578344;166887;411457;56744;59527
232;Septiembre;Bilbao;1973440;298426;721423;424149;0.0;11996;6357;0;1399;1399;78205;3146;38233.75;110.25;2334.5;35789.0;253;6443936;18;53847;17423;36424;8531;15573
233;Septiembre;Cartagena;1650562;717159;88200;61013;29.761;43781;30196;0;90;90;0;0;4844.25;45.0;1351.25;3448.0;176;3775317;18;25703;2071;23632;0;0
234;Septiembre;Castellón;639346;569083;83026;74795;134.942;2191;0;0;819;819;9864;0;5075.25;72.0;753.25;4250.0;111;1513527;1;170;0;170;0;92
235;Septiembre;Ceuta;48730;0;43402;4958;0.0;58167;55878;0;0;0;42458;2577;404.0;0.0;386.0;18.0;881;6207691;1;157318;157149;169;36854;337
236;Septiembre;Ferrol-San Cibrao;115133;354416;62656;12231;8.967;1165;649;28;73713;638;1595;1;1559.25;62.0;336.0;1161.25;76;1382268;2;733;0;733;0;1
237;Septiembre;Gijón;134064;1020698;175054;90182;235.222;0;0;0;33400;143;0;0;6625.0;7.0;474.0;6144.0;99;1765320;4;7938;0;7938;0;0
238;Septiembre;Huelva;1819640;668759;121351;68654;3.479;14432;11249;7958;193958;9104;53616;2981;8944.25;676.0;6977.5;1290.75;171;3304274;6;8694;7957;737;4221;1502
239;Septiembre;Las Palmas;591416;22624;1569807;1176158;97.68100000000001;171705;159670;0;1111357;833125;388171;27422;106502.0;61596.0;38284.0;6622.0;1059;19518761;13;201151;161738;39413;68218;21039
240;Septiembre;Málaga;8944;171429;82775;21757;19.264;6109;3268;0;4970;945;57964;3305;2055.5;70.0;744.5;1241.0;164;4834519;34;79489;30637;48852;6612;4242
241;Septiembre;Marín y Ría de Pontevedra;0;105152;73332;38273;330.156;2452;1133;0;477;477;0;0;3474.75;192.0;140.25;3142.5;48;257955;0;0;0;0;0;6
242;Septiembre;Melilla;8067;0;37727;4083;0.0;534;0;0;0;0;37727;2474;543.0;0.0;541.0;2.0;117;3214256;2;55084;53995;1089;12122;162
243;Septiembre;Motril;107595;41759;30882;451;56.04600000000001;2699;1845;0;0;0;24642;1171;66.0;0.0;0.0;66.0;101;1970262;4;23981;15378;8603;4242;6
244;Septiembre;Pasaia;0;78142;203883;0;1037.78;1632;305;0;43;0;62368;300;0.0;0.0;0.0;0.0;80;709747;0;0;0;0;0;27121
245;Septiembre;Santa Cruz de Tenerife;301016;32078;681659;331022;130.941;45745;43957;163;68991;62091;341760;25117;39592.0;5073.0;29722.0;4797.0;1368;15133702;11;503221;473069;30152;161930;4338
246;Septiembre;Santander;23816;481947;242689;58530;423.202;4593;2680;0;6462;3334;194928;4900;5865.5;233.25;2607.25;3025.0;144;2639150;2;29787;26598;3189;13225;27803
247;Septiembre;Sevilla;23782;153990;109120;83707;0.0;3163;1211;0;0;0;12558;678;10531.5;0.0;10380.5;151.0;61;419159;8;2430;0;2430;0;348
248;Septiembre;Tarragona;1665251;843462;111947;8661;162.444;10880;1633;6294;58158;0;24895;0;956.0;0.0;0.0;956.0;204;4527031;8;18524;0;18524;0;14706
249;Septiembre;Valencia;495073;99346;5702592;4347130;95.08099999999999;30347;24273;0;2419896;2374150;1117466;40636;385842.0;178402.0;16672.0;190768.0;573;22902753;30;167942;64194;103748;19723;51224
250;Septiembre;Vigo;2200;20987;332004;216537;2844.223;4952;700;0;27744;17666;91076;857;17772.0;1096.0;1902.0;14774.0;176;4562473;18;39091;0;39091;0;47860
251;Septiembre;Vilagarcía;18628;43929;55589;17113;0.0;565;27;0;0;0;0;0;1984.5;0.0;1708.0;276.5;36;254157;1;101;0;101;0;2
252;Octubre;A Coruña;624978;354601;60604;65;1907.122;3631;2435;0;98924;0;0;0;5.0;0.0;0.0;5.0;106;3539235;20;51916;0;51916;0;0
253;Octubre;Alicante;3137;98857;116351;85837;0.0;3521;91;0;0;0;948;0;13719.75;0.0;11878.25;1841.5;93;1593481;16;35432;7351;28081;2846;541
254;Octubre;Almería;6036;322149;111810;22401;300.215;5704;2598;0;0;0;60032;3375;1657.0;0.0;694.0;963.0;137;2400213;2;33689;32978;711;11185;236
255;Octubre;Avilés;51965;217583;91657;0;429.938;2558;344;0;0;0;0;0;0.0;0.0;0.0;0.0;60;428842;0;0;0;0;0;0
256;Octubre;Bahía de Algeciras;2049476;39976;6028009;4913067;150.754;325555;311552;368448;5439448;4376860;1104670;36698;411342.0;344074.0;10.0;67258.0;2352;45144730;0;321176;321176;0;68991;294
257;Octubre;Bahía de Cádiz;91138;153005;188383;131594;1176.882;7567;1524;0;99984;16921;71188;2399;17480.0;1431.5;13264.5;2784.0;154;5185906;49;100179;2706;97473;1510;1677
258;Octubre;Baleares;148276;21838;1156727;23740;135.718;15460;30;37;3147;0;1127474;52525;6652.0;0.0;6652.0;0.0;4322;28351570;125;958161;605576;352585;114626;13934
259;Octubre;Barcelona;1188532;297152;3793951;2884415;94.74300000000001;129310;93588;0;1825130;1394562;949018;34278;272712.5;113475.0;19602.0;139635.5;767;36350287;106;573222;103714;469508;34432;62243
260;Octubre;Bilbao;1762117;300890;689159;456339;0.0;11190;5931;0;1861;1861;99011;3727;43910.75;146.25;2048.75;41715.75;236;5680350;10;36697;11684;25013;5612;27565
261;Octubre;Cartagena;2382386;910807;59816;42813;19.217;23820;2295;0;49510;12;0;0;4102.0;6.0;1685.0;2411.0;203;4582757;21;24587;176;24411;0;0
262;Octubre;Castellón;353063;448627;62528;54138;171.787;2308;0;0;1672;1672;0;0;4247.0;141.0;488.0;3618.0;95;1071955;0;0;0;0;0;46
263;Octubre;Ceuta;52106;0;48511;4918;0.0;49266;47510;0;0;0;48203;3061;394.5;0.0;383.5;11.0;834;6097496;0;128923;128923;0;30376;444
264;Octubre;Ferrol-San Cibrao;282306;367685;47619;10183;12.298;779;413;0;71932;38;1828;0;819.5;8.5;195.25;615.75;79;1344919;2;1327;0;1327;0;1
265;Octubre;Gijón;186714;907562;106039;82597;135.72;0;0;0;87534;0;0;0;6123.0;0.0;455.0;5668.0;89;1509093;1;913;0;913;0;3
266;Octubre;Huelva;1773404;434622;147215;55475;0.0;9869;7588;19998;208996;9483;56035;3046;7436.75;720.0;5723.0;993.75;182;2920098;2;6362;6025;337;3656;1506
267;Octubre;Las Palmas;611620;20295;1407893;978192;49.85599999999999;191690;174058;0;896224;612567;426598;28977;102265.0;52539.0;43085.0;6641.0;1085;21797573;46;249253;134667;114586;58387;31185
268;Octubre;Málaga;23170;135960;86789;23605;114.134;11915;3654;0;1095;1095;63083;3495;3432.0;547.0;1377.0;1508.0;170;6030255;40;86793;18424;68369;4237;6121
269;Octubre;Marín y Ría de Pontevedra;0;82437;92109;53061;173.037;1445;173;0;16;16;0;0;4677.25;2.0;198.25;4477.0;37;200105;0;0;0;0;0;184
270;Octubre;Melilla;4593;0;39936;3595;0.0;95;0;0;0;0;39936;2705;505.0;0.0;503.0;2.0;100;2859407;2;30583;30156;427;7447;180
271;Octubre;Motril;106464;63640;37864;366;59.464;1782;1176;0;38;0;28523;1383;55.5;0.0;0.0;55.5;85;1431537;7;15685;8763;6922;2982;16
272;Octubre;Pasaia;0;138437;171346;0;1099.24;3327;1213;0;1435;0;61523;205;0.0;0.0;0.0;0.0;78;686798;0;0;0;0;0;28437
273;Octubre;Santa Cruz de Tenerife;341810;21589;726522;324660;180.235;46549;42779;161;56475;47726;381273;27044;38476.0;2903.0;32241.0;3332.0;1399;16953467;43;543824;468427;75397;153139;8563
274;Octubre;Santander;26543;260924;235395;58075;202.196;4680;2520;0;15843;6633;178918;4542;5942.75;544.25;1900.75;3497.75;129;2569182;2;27472;23358;4114;11451;28546
275;Octubre;Sevilla;40200;222126;116699;84479;0.0;4012;1898;0;0;0;15432;790;12184.0;0.0;12095.0;89.0;90;517325;10;2019;0;2019;0;942
276;Octubre;Tarragona;1893761;950047;116422;13235;159.014;9433;1433;0;84933;0;24287;0;1388.0;0.0;0.0;1388.0;210;4630115;15;24338;0;24338;0;16267
277;Octubre;Valencia;526487;266850;6011211;4693125;230.997;39885;34245;0;2705029;2655376;1155678;41976;411145.0;202582.0;17956.0;190607.0;764;32215927;55;194781;53609;141172;16628;57206
278;Octubre;Vigo;2957;20120;382614;215457;2843.662;3765;0;0;32044;15013;147519;1183;17786.0;870.0;1154.0;15762.0;198;5638120;16;45023;0;45023;0;63167
279;Octubre;Vilagarcía;38429;18825;52217;22785;0.0;360;51;0;0;0;0;0;2528.0;0.0;2183.25;344.75;27;252417;0;0;0;0;0;1
280;Noviembre;A Coruña;941675;223249;18567;0;1638.532;2943;2191;0;22002;0;0;0;0.0;0.0;0.0;0.0;87;1782232;6;13513;0;13513;0;0
281;Noviembre;Alicante;7564;147824;103440;89881;0.0;1445;152;0;0;0;4115;115;14070.0;0.0;11991.0;2079.0;74;1150164;8;22192;7029;15163;1880;64
282;Noviembre;Almería;0;172876;120150;22208;339.1950000000001;6567;2851;0;0;0;72754;3712;1644.0;0.0;670.0;974.0;132;2241801;4;29590;28045;1545;8717;195
283;Noviembre;Avilés;42416;202397;73466;0;428.571;3238;703;0;0;0;0;0;0.0;0.0;0.0;0.0;49;361738;0;0;0;0;0;0
284;Noviembre;Bahía de Algeciras;2439450;18532;6179127;4967082;160.938;299776;283621;318132;5804563;4440823;1191264;40468;416875.0;349534.0;16.0;67325.0;2332;45543060;1;264977;264977;0;56187;277
285;Noviembre;Bahía de Cádiz;22993;202870;184929;131749;854.971;15528;2264;0;34106;15314;68785;2215;17279.0;1276.75;13190.75;2811.5;154;5098742;51;90993;1683;89310;977;1299
286;Noviembre;Baleares;51582;34764;1106710;23164;101.556;9832;12;82;2119;2;1080187;50259;6579.0;2.0;6577.0;0.0;2824;20196483;46;415515;274215;141300;67584;17419
287;Noviembre;Barcelona;1204703;488795;3835106;2910637;100.326;167482;140195;0;1922033;1412714;941690;33002;281291.25;113538.0;19331.75;148421.5;707;31304806;77;370457;71033;299424;22923;70554
288;Noviembre;Bilbao;1674986;250099;598145;357152;0.0;9476;4928;0;6479;6479;54760;2104;33451.25;464.0;1333.5;31653.75;199;3797301;3;4306;1047;3259;541;4826
289;Noviembre;Cartagena;2314481;934790;69607;39699;34.311;24192;1409;0;205;205;0;0;2784.0;75.0;437.0;2272.0;201;4988009;25;26925;2248;24677;0;0
290;Noviembre;Castellón;264359;473456;65097;60420;208.89;2053;0;0;907;849;6191;22;4123.0;67.0;147.0;3909.0;88;1039995;0;0;0;0;0;139
291;Noviembre;Ceuta;64451;0;49675;4757;0.0;51636;50392;0;0;0;48543;3067;428.25;0.0;389.0;39.25;823;5943980;1;115679;115101;578;27550;409
292;Noviembre;Ferrol-San Cibrao;188561;226557;62213;9274;10.445;777;493;0;192;105;1336;6;639.0;13.0;111.75;514.25;63;701427;0;0;0;0;0;0
293;Noviembre;Gijón;99876;1038636;113501;81133;139.062;0;0;0;163076;3342;0;0;5585.0;244.0;587.0;4754.0;82;1398566;2;4390;0;4390;0;8
